No.,Player,Performance,Market Value,90s,Nation,Pos,Squad,Age,Born,Matches,Starts,Minutes,Goals,Assists,Goals+Assists,Non Penalty Goals,Penalty Kicks,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgC/90,PrgP,PrgP/90,PrgR,PrgR/90,Gls P90,Ast P90,G+A P90,G-PK P90,G+A-PK P90,Xg P90,xAG P90,xG+xAG P90,npxG P90,npxG+xAG P90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Passes Comp,Passes Comp/90,Passes Att,Cmp%,TotDist,TotDist/90,PrgDist,PrgDist/90,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Long Cmp,Long Att,Long Cmp%,xA,A-xAG,KP,KP/90,finalThirdPasses,final3rdPasses/90,PenAreaPasses,PenAreaPasses/90,CrsPA,CrsPA/90,Live,Live/90,Dead,Dead/90,FK,Through,Through/90,Switches,Switches/90,Crosses,Crosses/90,Throw ins,Corners,Passes Off,Passes Blocked,SCA,SCA90,PassLive,PassDead,Take ons,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err eading to shots,Touches,Touches/90,T Def Pen,T Def Pen/90,T Def 3rd,T Def 3rd/90,T Mid 3rd,T Mid 3rd/90,T Att 3rd,T Att 3rd/90,T Att Pen,T Att Pen/90,T Live,TO Att,TO Succ,TO Succ%,Tkld,Tkld%,Carries,Carries/90,FINAL 3RD CARRIES,FINAL 3RD CARRIES/90,CPA,Mis,Dis,PASS Rec,PASS Rec/90,Prg PASS REC,PKwon,PKcon,OG,AD Won,AD Lost,Won%,GoalsAg,GoalsAg90,SoTA,Saves,Save%,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,PKA,FK G ag,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,GKCmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
21,Antony,7.21,50,20,br BRA,FW,Manchester Utd,22,2000,25,23,"1,802",4,2,6,4,0,0,5,0,6.6,6.6,2.9,9.4,95,4.75,74,3.7,168,8.4,0.2,0.1,0.3,0.2,0.3,0.33,0.14,0.47,0.33,0.47,72,24,33.3,3.6,1.2,0.06,0.17,19.6,0,0,0,0.09,-2.6,-2.6,651,32.55,819,79.5,8497,424.85,1915,95.75,439,495,88.7,146,197,74.1,31,51,60.8,2.4,-0.9,28,1.4,29,1.45,33,1.65,2,0.1,804,40.2,15,0.75,1,3,0.15,2,0.1,32,1.6,13,1,0,29,74,3.69,61,0,5,7,0.35,22,9,9,9,4,18,33,1.65,6,0.3,0,1066,53.3,12,0.6,134,6.7,348,17.4,609,30.45,85,4.25,1066,77,30,39,38,49.4,763,38.15,60,3,32,37,12,813,40.65,168,0,0,0,5,19,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Joe Aribo,6.66,8,13.6,ng NGA,MF,Southampton,26,1996,21,13,"1,224",2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19,1.4,39,2.87,64,4.71,0.15,0,0.15,0.15,0.15,0.11,0.06,0.17,0.11,0.17,14,8,57.1,1.03,0.59,0.14,0.25,10.9,0,0,0,0.11,0.5,0.5,280,20.59,385,72.7,3591,264.04,907,66.69,187,240,77.9,66,87,75.9,9,12,75,0.5,-0.8,9,0.66,20,1.47,9,0.66,0,0,376,27.65,9,0.66,0,0,0,0,0,8,0.59,2,0,0,16,27,1.99,23,0,1,2,0.15,31,20,15,12,4,14,41,3.01,11,0.81,0,566,41.62,14,1.03,87,6.4,269,19.78,222,16.32,46,3.38,566,39,17,43.6,21,53.8,294,21.62,10,0.74,7,35,22,354,26.03,64,0,0,0,30,43,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Adam Armstrong,6.41,14,14.8,eng ENG,FW,Southampton,25,1997,30,14,"1,335",2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,39,2.64,16,1.08,70,4.73,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23,25,12,48,1.69,0.81,0.08,0.17,15.9,0,0,0,0.08,-0.1,-0.1,220,14.86,302,72.8,3235,218.58,585,39.53,120,146,82.2,71,89,79.8,13,23,56.5,0.8,-0.3,11,0.74,13,0.88,10,0.68,2,0.14,267,18.04,35,2.36,0,0,0,4,0.27,14,0.95,3,0,0,21,24,1.62,19,0,2,2,0.13,14,9,6,5,3,15,19,1.28,6,0.41,0,458,30.95,11,0.74,71,4.8,176,11.89,222,15,46,3.11,458,43,13,30.2,25,58.1,255,17.23,29,1.96,11,24,22,273,18.45,70,0,0,0,5,21,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Stuart Armstrong,6.53,3,15.6,sct SCO,MF,Southampton,30,1992,32,14,"1,408",2,1,3,2,0,0,6,0,2.4,2.4,2.2,4.7,61,3.91,75,4.81,88,5.64,0.13,0.06,0.19,0.13,0.19,0.15,0.14,0.3,0.15,0.3,23,6,26.1,1.47,0.38,0.09,0.33,17.9,0,0,0,0.1,-0.4,-0.4,531,34.04,676,78.6,8041,515.45,2224,142.56,296,341,86.8,189,226,83.6,29,55,52.7,2.8,-1.2,18,1.15,47,3.01,32,2.05,7,0.45,634,40.64,40,2.56,4,3,0.19,3,0.19,37,2.37,14,2,2,24,50,3.2,39,1,0,2,0.13,32,21,15,13,4,18,42,2.69,9,0.58,1,864,55.38,21,1.35,133,8.53,403,25.83,341,21.86,37,2.37,864,52,22,42.3,21,40.4,539,34.55,45,2.88,10,28,28,596,38.21,88,0,0,0,6,8,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Pierre-Emerick Aubameyang,6.25,4,6.2,ga GAB,FW,Chelsea,33,1989,15,5,554,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,9,1.45,3,0.48,29,4.68,0.16,0,0.16,0.16,0.16,0.24,0.07,0.3,0.24,0.3,16,7,43.8,2.6,1.14,0.06,0.14,13.7,0,0,0,0.09,-0.5,-0.5,82,13.23,111,73.9,1053,169.84,203,32.74,56,70,80,22,26,84.6,2,4,50,0.2,-0.4,4,0.65,2,0.32,2,0.32,1,0.16,101,16.29,10,1.61,0,0,0,0,0,3,0.48,0,0,0,5,8,1.3,6,0,0,0,0,1,0,1,0,0,2,3,0.48,4,0.65,2,161,25.97,7,1.13,16,2.58,69,11.13,79,12.74,23,3.71,161,5,3,60,2,40,86,13.87,6,0.97,4,11,4,116,18.71,29,0,0,0,3,11,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Serge Aurier,7.04,8,21.6,ci CIV,DF,Nott'ham Forest,29,1992,24,22,"1,943",1,0,1,1,0,0,2,0,0.8,0.8,1,1.8,37,1.71,71,3.29,50,2.31,0.05,0,0.05,0.05,0.05,0.04,0.05,0.08,0.04,0.08,9,3,33.3,0.42,0.14,0.11,0.33,16.2,0,0,0,0.09,0.2,0.2,667,30.88,943,70.7,10182,471.39,4393,203.38,373,454,82.2,236,333,70.9,41,94,43.6,0.9,-1,10,0.46,44,2.04,13,0.6,6,0.28,758,35.09,183,8.47,16,1,0.05,0,0,40,1.85,167,0,2,28,26,1.2,21,2,0,1,0.05,64,41,41,18,5,34,93,4.31,75,3.47,0,1238,57.31,107,4.95,484,22.41,505,23.38,263,12.18,13,0.6,1238,32,16,50,11,34.4,520,24.07,26,1.2,2,31,18,574,26.57,50,0,0,0,46,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Taiwo Awoniyi,6.7,30,15.6,ng NGA,FW,Nott'ham Forest,24,1997,27,17,"1,404",10,1,11,10,0,0,2,0,6.6,6.6,1.1,7.7,18,1.15,12,0.77,55,3.53,0.64,0.06,0.71,0.64,0.71,0.42,0.07,0.49,0.42,0.49,35,15,42.9,2.24,0.96,0.29,0.67,11.8,0,0,0,0.19,3.4,3.4,143,9.17,223,64.1,1675,107.37,300,19.23,96,133,72.2,34,52,65.4,2,8,25,0.3,-0.1,10,0.64,6,0.38,2,0.13,0,0,220,14.1,3,0.19,0,2,0.13,1,0.06,3,0.19,1,0,0,9,25,1.6,18,0,2,4,0.26,17,10,2,10,5,18,21,1.35,20,1.28,0,435,27.88,22,1.41,62,3.97,177,11.35,203,13.01,55,3.53,435,22,7,31.8,12,54.5,246,15.77,13,0.83,9,68,29,284,18.21,55,0,0,0,20,61,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,André Ayew,6.1,1,3.5,gh GHA,FW,Nott'ham Forest,32,1989,13,1,316,0,0,0,0,0,1,1,0,1,0.3,0,0.3,3,0.86,11,3.14,16,4.57,0,0,0,0,0,0.3,0.01,0.31,0.07,0.08,3,1,33.3,0.85,0.28,0,0,19.3,0,0,1,0.09,-1,-0.3,53,15.14,73,72.6,686,196,146,41.71,38,46,82.6,13,21,61.9,0,1,0,0,0,1,0.29,3,0.86,1,0.29,0,0,68,19.43,5,1.43,0,0,0,0,0,1,0.29,0,1,0,0,3,0.86,2,1,0,0,0,5,3,0,4,1,6,5,1.43,7,2,0,106,30.29,11,3.14,15,4.29,49,14,42,12,8,2.29,105,6,1,16.7,4,66.7,40,11.43,3,0.86,2,3,4,62,17.71,16,0,0,0,14,22,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Jordan Ayew,6.84,5,30.2,gh GHA,FW,Crystal Palace,30,1991,38,31,"2,714",4,3,7,4,0,0,5,0,3.2,3.2,3.2,6.4,83,2.75,63,2.09,174,5.76,0.13,0.1,0.23,0.13,0.23,0.1,0.11,0.21,0.1,0.21,32,10,31.3,1.06,0.33,0.13,0.4,16.1,0,0,0,0.1,0.8,0.8,676,22.38,875,77.3,8710,288.41,1706,56.49,434,495,87.7,192,246,78,15,40,37.5,2.6,-0.2,31,1.03,34,1.13,19,0.63,6,0.2,860,28.48,13,0.43,3,5,0.17,1,0.03,43,1.42,9,0,2,34,78,2.59,53,0,9,8,0.27,66,41,23,20,23,35,81,2.68,31,1.03,0,1327,43.94,46,1.52,192,6.36,611,20.23,560,18.54,98,3.25,1327,149,65,43.6,59,39.6,801,26.52,50,1.66,31,107,83,932,30.86,174,0,0,0,50,92,35.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Luke Ayling,6.74,1.8,22.8,eng ENG,DF,Leeds United,30,1991,29,22,"2,054",2,1,3,2,0,0,3,0,3.2,3.2,2,5.2,28,1.23,77,3.38,100,4.39,0.09,0.04,0.13,0.09,0.13,0.14,0.09,0.23,0.14,0.23,24,5,20.8,1.05,0.22,0.08,0.4,15.1,0,0,0,0.13,-1.2,-1.2,786,34.47,1132,69.4,12523,549.25,6236,273.51,439,508,86.4,267,374,71.4,62,155,40,2.2,-1,12,0.53,61,2.68,18,0.79,10,0.44,912,40,212,9.3,22,0,0,11,0.48,62,2.72,190,0,8,46,40,1.75,33,0,0,1,0.04,66,37,42,15,9,34,92,4.04,52,2.28,2,1413,61.97,79,3.46,466,20.44,578,25.35,390,17.11,56,2.46,1413,33,13,39.4,17,51.5,648,28.42,20,0.88,4,23,12,700,30.7,100,0,1,0,47,57,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,César Azpilicueta,6.7,5,17,es ESP,DF,Chelsea,32,1989,25,16,"1,527",0,0,0,0,0,0,3,0,0.4,0.4,1.1,1.5,23,1.35,71,4.18,81,4.76,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,9,1,11.1,0.53,0.06,0,0,18.2,0,0,0,0.05,-0.4,-0.4,872,51.29,1065,81.9,12891,758.29,4354,256.12,501,538,93.1,337,414,81.4,21,74,28.4,1.3,-1.1,12,0.71,40,2.35,19,1.12,5,0.29,893,52.53,169,9.94,30,0,0,0,0,26,1.53,139,0,3,14,25,1.47,25,0,0,1,0.06,43,25,23,15,5,26,62,3.65,54,3.18,1,1245,73.24,84,4.94,424,24.94,510,30,319,18.76,25,1.47,1245,13,7,53.8,5,38.5,612,36,19,1.12,0,12,5,753,44.29,81,0,0,1,29,19,60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Benoît Badiashile,7.38,40,10.1,fr FRA,DF,Chelsea,21,2001,11,10,905,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.6,11,1.09,56,5.54,2,0.2,0.1,0,0.1,0.1,0.1,0.12,0.05,0.16,0.12,0.16,6,2,33.3,0.6,0.2,0.17,0.5,7.2,0,0,0,0.2,-0.2,-0.2,769,76.14,860,89.4,14061,1392.18,5150,509.9,284,315,90.2,419,448,93.5,58,83,69.9,0.2,-0.5,3,0.3,47,4.65,5,0.5,0,0,840,83.17,19,1.88,17,1,0.1,6,0.59,2,0.2,2,0,1,4,12,1.19,11,0,0,0,0,14,8,10,4,0,5,30,2.97,34,3.37,1,945,93.56,95,9.41,469,46.44,458,45.35,25,2.48,11,1.09,945,3,1,33.3,2,66.7,630,62.38,2,0.2,0,2,3,689,68.22,2,0,0,0,35,14,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Leon Bailey,6.55,28,21.9,jm JAM,FW,Aston Villa,24,1997,33,26,"1,967",4,4,8,4,0,0,4,0,5.3,5.3,4.8,10.1,85,3.88,28,1.28,182,8.31,0.18,0.18,0.37,0.18,0.37,0.24,0.22,0.46,0.24,0.46,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,0.1,-1.3,-1.3,337,15.39,547,61.6,5379,245.62,1285,58.68,190,248,76.6,97,154,63,35,75,46.7,4.8,-0.8,30,1.37,19,0.87,21,0.96,15,0.68,507,23.15,40,1.83,4,4,0.18,5,0.23,96,4.38,10,18,0,31,62,2.84,40,2,10,8,0.37,14,6,6,7,1,13,20,0.91,12,0.55,0,813,37.12,16,0.73,91,4.16,283,12.92,456,20.82,89,4.06,813,111,40,36,55,49.5,520,23.74,33,1.51,38,48,53,561,25.62,182,0,1,0,24,46,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Stefan Bajcetic,6.88,13,5.8,es ESP,MF,Liverpool,17,2004,11,6,526,1,0,1,1,0,0,2,0,0.8,0.8,0.4,1.2,10,1.72,24,4.14,1,0.17,0.17,0,0.17,0.17,0.17,0.13,0.06,0.2,0.13,0.2,6,3,50,1.03,0.51,0.17,0.33,24.5,0,0,0,0.13,0.2,0.2,200,34.48,258,77.5,3227,556.38,694,119.66,98,118,83.1,74,89,83.1,18,29,62.1,0.5,-0.4,4,0.69,17,2.93,7,1.21,1,0.17,255,43.97,3,0.52,3,0,0,3,0.52,5,0.86,0,0,0,6,13,2.22,8,1,2,1,0.17,9,6,5,3,1,7,18,3.1,4,0.69,0,324,55.86,6,1.03,66,11.38,189,32.59,74,12.76,5,0.86,324,16,7,43.8,4,25,175,30.17,7,1.21,0,7,6,204,35.17,1,0,0,0,9,5,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Patrick Bamford,6.5,7,16.8,eng ENG,FW,Leeds United,28,1993,28,18,"1,515",4,2,6,4,0,2,3,0,8.6,7,1,8,17,1.01,23,1.37,96,5.71,0.24,0.12,0.36,0.24,0.36,0.51,0.06,0.57,0.42,0.47,48,16,33.3,2.85,0.95,0.08,0.25,14.7,1,0,2,0.15,-4.6,-3,229,13.63,333,68.8,2421,144.11,537,31.96,166,211,78.7,35,64,54.7,2,8,25,0.9,1,12,0.71,18,1.07,9,0.54,0,0,294,17.5,38,2.26,0,1,0.06,0,0,5,0.3,1,0,1,10,27,1.6,17,0,1,6,0.36,9,6,0,6,3,12,14,0.83,13,0.77,0,550,32.74,19,1.13,34,2.02,257,15.3,266,15.83,83,4.94,548,34,11,32.4,19,55.9,290,17.26,17,1.01,13,56,21,386,22.98,96,0,0,0,36,42,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Shandon Baptiste,6.39,3,6.9,gd GRN,MF,Brentford,24,1998,23,4,618,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.4,8,1.16,39,5.65,23,3.33,0,0.15,0.15,0,0.15,0.05,0.16,0.21,0.05,0.21,4,1,25,0.58,0.15,0,0,15.9,0,0,0,0.09,-0.4,-0.4,247,35.8,295,83.7,4143,600.43,1121,162.46,127,142,89.4,92,104,88.5,21,32,65.6,0.5,-0.1,10,1.45,22,3.19,8,1.16,2,0.29,287,41.59,6,0.87,1,2,0.29,0,0,11,1.59,3,2,2,7,18,2.63,11,1,2,4,0.58,15,9,6,6,3,10,22,3.19,10,1.45,0,373,54.06,12,1.74,87,12.61,196,28.41,97,14.06,7,1.01,373,13,6,46.2,3,23.1,240,34.78,12,1.74,3,16,8,247,35.8,23,0,0,0,6,7,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Harvey Barnes,6.8,35,30.1,eng ENG,FW,Leicester City,24,1997,34,32,"2,711",13,1,14,13,0,0,3,0,8.9,8.9,3.1,12,100,3.32,79,2.62,257,8.54,0.43,0.03,0.46,0.43,0.46,0.3,0.1,0.4,0.3,0.4,72,34,47.2,2.39,1.13,0.18,0.38,15.9,0,0,0,0.12,4.1,4.1,549,18.24,786,69.8,7152,237.61,2004,66.58,363,462,78.6,142,210,67.6,17,37,45.9,2.2,-2.1,19,0.63,39,1.3,31,1.03,5,0.17,769,25.55,10,0.33,0,5,0.17,1,0.03,44,1.46,8,0,7,31,63,2.09,43,0,3,14,0.46,26,14,8,14,4,32,34,1.13,12,0.4,0,1143,37.97,17,0.56,128,4.25,435,14.45,600,19.93,133,4.42,1143,91,27,29.7,53,58.2,734,24.39,72,2.39,48,75,42,900,29.9,257,0,0,0,29,57,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Jan Bednarek,6.64,12,18.6,pl POL,DF,Southampton,26,1996,20,20,"1,672",0,0,0,0,0,0,5,0,0.4,0.4,0.1,0.5,8,0.43,45,2.42,2,0.11,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,8,0,0,0.43,0,0,0,14.2,0,0,0,0.05,-0.4,-0.4,753,40.48,902,83.5,13941,749.52,5608,301.51,293,337,86.9,380,417,91.1,72,124,58.1,0.2,-0.1,3,0.16,33,1.77,1,0.05,0,0,849,45.65,52,2.8,35,0,0,3,0.16,1,0.05,12,0,1,8,7,0.38,5,1,0,0,0,27,21,20,7,0,38,76,4.09,87,4.68,0,1127,60.59,205,11.02,635,34.14,460,24.73,37,1.99,14,0.75,1127,2,1,50,1,50,579,31.13,1,0.05,0,2,1,605,32.53,2,0,0,1,40,16,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Donny van de Beek,6.34,10,1.9,nl NED,MF,Manchester Utd,25,1997,7,2,167,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,1.05,6,3.16,20,10.53,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,2,0,0,1.08,0,0,0,10.1,0,0,0,0.05,-0.1,-0.1,46,24.21,61,75.4,502,264.21,115,60.53,31,34,91.2,8,8,100,1,2,50,0.1,-0.1,3,1.58,0,0,4,2.11,0,0,56,29.47,3,1.58,0,0,0,0,0,0,0,0,1,2,4,6,3.23,6,0,0,0,0,0,0,0,0,0,2,1,0.53,1,0.53,0,72,37.89,1,0.53,3,1.58,23,12.11,46,24.21,11,5.79,72,3,2,66.7,1,33.3,39,20.53,3,1.58,0,2,2,53,27.89,20,0,0,0,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Armel Bella Kotchap,6.94,20,20.9,de GER,DF,Southampton,20,2001,24,24,"1,879",0,2,2,0,0,0,4,0,1,1,1,2.1,9,0.43,39,1.87,2,0.1,0,0.1,0.1,0,0.1,0.05,0.05,0.1,0.05,0.1,14,2,14.3,0.67,0.1,0,0,16.1,0,0,0,0.07,-1,-1,749,35.84,937,79.9,13980,668.9,4521,216.32,290,325,89.2,384,424,90.6,67,159,42.1,0.5,1,6,0.29,32,1.53,4,0.19,0,0,908,43.44,28,1.34,21,1,0.05,9,0.43,4,0.19,5,0,1,12,14,0.67,7,0,1,2,0.1,37,17,28,9,0,29,81,3.88,110,5.26,0,1211,57.94,209,10,654,31.29,519,24.83,46,2.2,22,1.05,1211,11,4,36.4,3,27.3,697,33.35,12,0.57,2,9,6,682,32.63,2,0,0,0,40,28,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Saïd Benrahma,6.91,25,23,dz ALG,FW,West Ham,26,1995,35,22,"2,069",6,3,9,2,4,4,0,0,7,3.9,4.5,8.4,109,4.74,82,3.57,237,10.3,0.26,0.13,0.39,0.09,0.22,0.31,0.2,0.5,0.17,0.36,69,23,33.3,3,1,0.03,0.09,21.9,5,4,4,0.06,-1,-1.9,597,25.96,796,75,8154,354.52,2088,90.78,374,425,88,176,241,73,25,61,41,3.3,-1.5,48,2.09,32,1.39,23,1,12,0.52,771,33.52,20,0.87,1,5,0.22,2,0.09,83,3.61,8,4,5,29,92,4,68,2,11,5,0.22,25,15,11,7,7,23,34,1.48,13,0.57,0,1091,47.43,16,0.7,131,5.7,399,17.35,583,25.35,94,4.09,1087,123,51,41.5,56,45.5,699,30.39,54,2.35,44,53,42,800,34.78,237,0,0,0,5,11,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Rodrigo Bentancur,7.55,40,16.7,uy URU,MF,Tottenham,25,1997,18,17,"1,500",5,2,7,5,0,0,8,0,2.2,2.2,0.8,3.1,26,1.56,76,4.55,19,1.14,0.3,0.12,0.42,0.3,0.42,0.13,0.05,0.18,0.13,0.18,15,9,60,0.9,0.54,0.33,0.56,15.8,0,0,0,0.15,2.8,2.8,738,44.19,880,83.9,11482,687.54,3178,190.3,368,413,89.1,301,336,89.6,39,70,55.7,0.7,1.2,11,0.66,54,3.23,9,0.54,4,0.24,852,51.02,25,1.5,11,3,0.18,3,0.18,16,0.96,4,1,3,19,34,2.04,27,0,1,5,0.3,45,28,15,21,9,28,65,3.89,22,1.32,0,1071,64.13,52,3.11,295,17.66,612,36.65,175,10.48,19,1.14,1071,34,21,61.8,11,32.4,581,34.79,14,0.84,1,22,17,732,43.83,19,0,0,0,15,16,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Victor Bernth Kristiansen,6.62,12,9.9,dk DEN,DF,Leicester City,19,2002,12,11,892,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,17,1.72,31,3.13,24,2.42,0,0.1,0.1,0,0.1,0.01,0.08,0.1,0.01,0.1,3,0,0,0.3,0,0,0,18.9,0,0,0,0.04,-0.1,-0.1,327,33.03,496,65.9,5252,530.51,2353,237.68,176,209,84.2,124,191,64.9,24,67,35.8,0.6,0.2,7,0.71,29,2.93,4,0.4,3,0.3,376,37.98,117,11.82,6,1,0.1,0,0,29,2.93,100,11,3,16,14,1.41,9,4,0,3,0.3,38,23,18,16,4,16,41,4.14,26,2.63,0,607,61.31,33,3.33,234,23.64,255,25.76,123,12.42,4,0.4,607,15,7,46.7,5,33.3,278,28.08,8,0.81,0,10,10,302,30.51,24,0,0,0,9,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Philip Billing,7.07,20,30.7,dk DEN,MF,Bournemouth,26,1996,36,34,"2,764",7,1,8,7,0,0,5,0,4.9,4.9,3.2,8.1,37,1.21,80,2.61,101,3.29,0.23,0.03,0.26,0.23,0.26,0.16,0.1,0.26,0.16,0.26,38,18,47.4,1.24,0.59,0.18,0.39,18.3,5,0,0,0.13,2.1,2.1,813,26.48,1055,77.1,11823,385.11,3165,103.09,460,542,84.9,257,317,81.1,45,94,47.9,2.6,-2.2,26,0.85,49,1.6,9,0.29,3,0.1,1009,32.87,43,1.4,20,5,0.16,10,0.33,38,1.24,6,10,3,32,54,1.76,41,2,5,6,0.2,63,36,21,33,9,48,94,3.06,58,1.89,1,1410,45.93,76,2.48,334,10.88,666,21.69,428,13.94,71,2.31,1410,47,26,55.3,15,31.9,727,23.68,31,1.01,6,42,35,900,29.32,101,0,0,0,52,35,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Yves Bissouma,6.65,30,11.2,ml MLI,MF,Tottenham,25,1996,23,10,"1,010",0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.7,14,1.25,62,5.54,10,0.89,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06,6,0,0,0.53,0,0,0,26.7,0,0,0,0.03,-0.2,-0.2,666,59.46,733,90.9,10412,929.64,2333,208.3,340,357,95.2,271,289,93.8,38,48,79.2,0.4,-0.5,8,0.71,55,4.91,5,0.45,1,0.09,714,63.75,16,1.43,11,1,0.09,5,0.45,2,0.18,1,0,3,12,29,2.58,24,0,1,1,0.09,16,13,6,6,4,15,28,2.5,10,0.89,0,826,73.75,23,2.05,164,14.64,536,47.86,127,11.34,2,0.18,826,9,7,77.8,2,22.2,504,45,13,1.16,1,16,8,613,54.73,10,0,0,0,6,12,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
